SIPRI Transfers Database 


 Database search results for buyer 'All Countries' and seller  'All Countries' and the years from 2001 to 2019 - (created: 09-03-2020)

Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production
39224;Netherlands;Venezuela;Variant;Air/sea search radar;Sensors;2006;No;1;No;2009;No;New;4.7500;4.7500;4.75;No
40151;Russia;India;Igla-S/SA-24;Portable SAM;Missiles;2008;No;50;Yes;2012;No;New;0.0800;0.0800;4;No
35383;Spain;Portugal;C-295;Transport aircraft;Aircraft;2006;No;1;No;2008;No;New;12.0000;12.0000;12;No
36708;Germany;Austria;Dingo-2;APC;Armoured vehicles;2005;Yes;15;Yes;2006;Yes;New;0.2500;0.2500;3.75;No
38929;United States;United Kingdom;Cougar;APC;Armoured vehicles;2006;No;96;Yes;2007;No;New;0.3000;0.3000;28.8;Yes
30782;Germany;Belgium;Dingo-2;APC;Armoured vehicles;2005;No;40;Yes;2009;No;New;0.2500;0.2500;10;Yes
53421;Norway;France;Protector;APC turret;Other;2008;No;30;Yes;2008;No;New;0.0500;0.0500;1.5;No
39561;Russia;China;S-300FM/SA-N-20;Naval SAM system;Naval weapons;2002;Yes;1;No;2007;No;New;20.0000;20.0000;20;No
21082;France;China;AS365/AS565 Panther;Helicopter;Aircraft;1988;No;20;Yes;2003;No;New;3.2500;3.2500;65;Yes
30220;Russia;Iran;9M113 Konkurs/AT-5;Anti-tank missile;Missiles;1998;Yes;200;Yes;2010;Yes;New;0.0200;0.0200;4;Yes
51497;Russia;Syria;9M317/SA-17 Grizzly;SAM;Missiles;2007;No;200;Yes;2011;No;New;0.2500;0.2500;50;No
34911;Russia;Viet Nam;Kh-31A1/AS-17;Anti-ship missile/ARM;Missiles;2004;Yes;20;Yes;2004;Yes;New;1.1000;1.1000;22;No
31295;Sweden;Italy;Bv-206S;APC;Armoured vehicles;2003;No;25;Yes;2008;No;New;0.2300;0.2300;5.75;No
33862;United States;NATO**;C-17A Globemaster-3;Heavy transport ac;Aircraft;2009;No;2;No;2009;No;New;140.0000;140.0000;280;No
50084;Russia;Venezuela;Kh-59ME Ovod/AS-18;ASM;Missiles;2006;No;50;Yes;2008;Yes;New;1.1000;1.1000;55;No
30802;United Kingdom;Canada;Air refuel system;Air refuel system;Other;2001;Yes;1;Yes;2004;No;New;10.0000;10.0000;10;No
51431;United States;Chile;Bell-412;Helicopter;Aircraft;2009;Yes;4;Yes;2010;No;New;5.0000;5.0000;20;No
51431;United States;Chile;Bell-412;Helicopter;Aircraft;2009;Yes;2;Yes;2009;No;New;5.0000;5.0000;10;No
54329;Belgium;France;Arrows-300;APC turret;Other;2005;Yes;25;Yes;2010;No;New;0.0500;0.0500;1.25;No
54329;Belgium;France;Arrows-300;APC turret;Other;2005;Yes;25;Yes;2011;No;New;0.0500;0.0500;1.25;No
53022;Canada;Peru;DHC-6 Twin Otter;Transport aircraft;Aircraft;2010;No;1;No;2011;No;New;2.5000;2.5000;2.5;No
50452;Russia;India;KAB-500/1500;Guided Bomb;Missiles;1998;Yes;100;Yes;2001;Yes;New;0.0200;0.0200;2;No
50452;Russia;India;KAB-500/1500;Guided Bomb;Missiles;1998;Yes;100;Yes;2002;Yes;New;0.0200;0.0200;2;No
31430;Israel;Chile;Python-4;BVRAAM;Missiles;2001;Yes;40;Yes;2002;No;New;0.1700;0.1700;6.8;No
31430;Israel;Chile;Python-4;BVRAAM;Missiles;2001;Yes;40;Yes;2001;No;New;0.1700;0.1700;6.8;No
36361;United States;Indonesia;Caterpillar-3616;Diesel engine;Engines;2006;Yes;4;No;2007;No;New;2.5000;2.5000;10;No
36361;United States;Indonesia;Caterpillar-3616;Diesel engine;Engines;2006;Yes;4;No;2008;Yes;New;2.5000;2.5000;10;No
36371;Germany;Taiwan;MTU-4000;Diesel engine;Engines;2001;Yes;3;No;2003;No;New;2.0000;2.0000;6;No
37695;France;United Kingdom;FLASH;ASW sonar;Sensors;1991;No;10;Yes;2001;No;New;1.9000;1.9000;19;No
37695;France;United Kingdom;FLASH;ASW sonar;Sensors;1991;No;8;Yes;2002;No;New;1.9000;1.9000;15.2;No
30196;United States;Jordan;F-16(ADF);FGA aircraft;Aircraft;2003;No;9;Yes;2007;No;Second hand;22.0000;8.8;79.2;No
30196;United States;Jordan;F-16(ADF);FGA aircraft;Aircraft;2003;No;8;No;2003;No;Second hand;22.0000;8.8;70.4;No
39225;Netherlands;Venezuela;SMART;Air search radar;Sensors;2006;No;3;No;2011;No;New;12.5000;12.5000;37.5;No
37123;Canada;Brazil;PT6;Turboprop/turboshaft;Engines;2001;Yes;12;Yes;2004;No;New;0.6000;0.6000;7.2;No
39955;United States;Egypt;M-1A1 Abrams;Tank;Armoured vehicles;2008;No;15;Yes;2009;Yes;New;4.0000;4.0000;60;Yes
51458;Ukraine;Equatorial Guinea;An-72A;Transport aircraft;Aircraft;2008;Yes;2;No;2009;No;Second hand;25.0000;10;20;No
35533;Germany;Israel;MTU-883;Diesel engine;Engines;2000;Yes;75;Yes;2011;No;New;0.2500;0.2500;18.75;No
39144;United States;South Korea;AAV-7A1;APC;Armoured vehicles;2006;No;10;Yes;2010;Yes;New;1.0000;1.0000;10;Yes
52582;Ukraine;Uganda;S-125-2D/SA-3;SAM system;Air defence systems;2008;No;1;No;2010;No;New;25.0000;25.0000;25;No
39552;Russia;Viet Nam;Yakhont/SS-N-26;Anti-ship missile;Missiles;2007;No;12;Yes;2011;Yes;New;1.3000;1.3000;15.6;No
26475;United Kingdom;Turkey;Rapier-2;SAM;Missiles;1999;No;100;Yes;2003;No;New;0.1400;0.1400;14;Yes
52582;Ukraine;Uganda;S-125-2D/SA-3;SAM system;Air defence systems;2008;No;1;Yes;2011;Yes;New;25.0000;25.0000;25;No
40337;United States;Thailand;F404;Turbofan;Engines;2008;No;6;Yes;2011;No;New;2.2000;2.2000;13.2;No
50749;United States;South Korea;LM-2500;Gas turbine;Engines;2002;Yes;4;No;2010;No;New;7.0000;7.0000;28;No
50757;United States;South Korea;SQS-53;ASW sonar;Sensors;2002;Yes;1;No;2010;No;New;7.5000;7.5000;7.5;No
34919;Germany;South Korea;MTU-871;Diesel engine;Engines;1981;Yes;50;Yes;2001;No;New;0.2000;0.2000;10;Yes
34919;Germany;South Korea;MTU-871;Diesel engine;Engines;1981;Yes;50;Yes;2002;No;New;0.2000;0.2000;10;Yes
34919;Germany;South Korea;MTU-871;Diesel engine;Engines;1981;Yes;50;Yes;2003;No;New;0.2000;0.2000;10;Yes
34919;Germany;South Korea;MTU-871;Diesel engine;Engines;1981;Yes;50;Yes;2007;No;New;0.2000;0.2000;10;Yes
29331;United Kingdom;Italy;Storm Shadow/SCALP;ASM;Missiles;1999;No;64;Yes;2008;No;New;1.4000;1.4000;89.6;Yes
51808;Russia;Kazakhstan;Project-22180;Patrol craft;Ships;2009;No;1;Yes;2010;Yes;New;14.0000;14.0000;14;Yes
54828;China;Namibia;Elephant;OPV;Ships;2010;No;1;No;2012;No;New;45.0000;45.0000;45;No
39329;United States;Iraq;HMMWV Up-Armoured;APV;Armoured vehicles;2005;No;300;Yes;2007;No;Second hand;0.1400;0.056;16.8;No
50317;Australia;Netherlands;Bushmaster;APC;Armoured vehicles;2008;No;13;No;2008;No;New;0.2100;0.2100;2.73;No
29371;Austria;United States;Pandur;APC;Armoured vehicles;1999;No;10;No;2007;No;New;0.3000;0.3000;3;Yes
50326;Sweden;United Kingdom;BvS-10;APC;Armoured vehicles;2008;No;14;No;2008;No;New;0.2300;0.2300;3.22;Yes
40141;France;Pakistan;Agosta-90B MESMA;Submarine;Ships;1994;No;1;No;2008;No;New;300.0000;300.0000;300;Yes
26001;United States;UAE;F-16E;FGA aircraft;Aircraft;2000;No;10;Yes;2008;No;New;37.5000;37.5000;375;No
37058;China;Egypt;K-8 Karakorum-8;Trainer/combat ac;Aircraft;2004;No;10;Yes;2007;No;New;3.5000;3.5000;35;No
51477;South Africa;Yemen;Qutaish-2;APV;Armoured vehicles;2008;Yes;10;Yes;2009;No;New;0.1400;0.1400;1.4;Yes
50382;Belarus;Eritrea;BM-22/9P140 Uragan;Self-propelled MRL;Artillery;2006;Yes;9;No;2007;No;Second hand;1.1000;0.44;3.96;No
38998;Canada;Saudi Arabia;Piranha;APC;Armoured vehicles;2006;Yes;47;Yes;2007;No;New;0.2600;0.2600;12.22;No
50290;China;Chad;ZFB-05;APC;Armoured vehicles;2006;Yes;10;No;2007;No;New;0.1400;0.1400;1.4;No
34289;China;Pakistan;Type-90-2M/MBT-2000;Tank;Armoured vehicles;1998;Yes;18;Yes;2007;No;New;3.8100;3.8100;68.58;Yes
39224;Netherlands;Venezuela;Variant;Air/sea search radar;Sensors;2006;No;1;No;2011;No;New;4.7500;4.7500;4.75;No
39948;Ukraine;Thailand;BTR-3U Guardian;IFV;Armoured vehicles;2008;No;58;No;2012;No;New;0.8600;0.8600;49.88;No
52141;Russia;Azerbaijan;Kornet/AT-14;Anti-tank missile;Missiles;2008;Yes;50;Yes;2009;Yes;New;0.0400;0.0400;2;No
31789;Brazil;Chile;EMB-314 Super Tucano;Trainer/combat ac;Aircraft;2008;No;8;No;2010;No;New;4.4000;4.4000;35.2;No
51214;Belarus;Syria;MiG-23MS;Fighter aircraft;Aircraft;2008;Yes;33;Yes;2008;Yes;Second hand;13.0000;5.2;171.6;No
52570;United States;Colombia;Bell-206/OH-58;Light helicopter;Aircraft;2009;Yes;6;Yes;2011;No;Second hand;0.7000;0.28;1.68;No
38612;France;Belgium;TSM-2022;MCM sonar;Sensors;2004;Yes;1;No;2007;No;New;7.5000;7.5000;7.5;No
25380;France;China;AS-350/AS-550 Fennec;Light helicopter;Aircraft;1992;Yes;8;Yes;2003;No;New;0.9000;0.9000;7.2;Yes
52141;Russia;Azerbaijan;Kornet/AT-14;Anti-tank missile;Missiles;2008;Yes;50;Yes;2010;Yes;New;0.0400;0.0400;2;No
3888;United States;Italy;Bell-412;Helicopter;Aircraft;1980;No;1;Yes;2007;Yes;New;5.0000;5.0000;5;Yes
52236;United States;Philippines;Hunter;UAV;Aircraft;2009;Yes;2;No;2009;Yes;Second hand;0.3000;0.12;0.24;No
39643;China;Pakistan;PL-5E;SRAAM;Missiles;2006;Yes;10;Yes;2009;Yes;New;0.1100;0.1100;1.1;No
34738;Germany;India;MTU-838;Diesel engine;Engines;2000;Yes;20;Yes;2010;No;New;0.2500;0.2500;5;No
24624;Russia;Viet Nam;Igla-1/SA-16;Portable SAM;Missiles;1996;Yes;25;Yes;2007;Yes;New;0.0700;0.0700;1.75;No
36136;United States;Greece;Paveway;Guided bomb;Missiles;2000;Yes;225;Yes;2003;Yes;New;0.0200;0.0200;4.5;No
31094;Canada;United States;Piranha-3;APC;Armoured vehicles;2000;No;475;Yes;2003;No;New;0.3100;0.3100;147.25;Yes
40193;Israel;India;Litening;Aircraft EO system;Sensors;2004;No;4;Yes;2008;No;New;1.0000;1.0000;4;No
51493;Canada;Mexico;PW100;Turboprop/turboshaft;Engines;2008;No;4;No;2009;No;New;1.0000;1.0000;4;No
54334;United States;Colombia;King Air;Light transport ac;Aircraft;2010;Yes;1;No;2011;No;New;2.7500;2.7500;2.75;No
53979;Belarus;Yemen;T-80;Tank;Armoured vehicles;2009;Yes;12;Yes;2011;Yes;Second hand but modernized;3.0000;1.98;23.76;No
53400;United States;Afghanistan;Cessna-208 Caravan;Light transport ac;Aircraft;2011;No;6;No;2011;No;New;0.9000;0.9000;5.4;No
54337;Belarus;Yemen;SG-1000;Gas turbine;Engines;2009;Yes;34;Yes;2011;No;Second hand but modernized;0.2000;0.132;4.488;No
54337;Belarus;Yemen;SG-1000;Gas turbine;Engines;2009;Yes;34;Yes;2010;No;Second hand but modernized;0.2000;0.132;4.488;No
53979;Belarus;Yemen;T-80;Tank;Armoured vehicles;2009;Yes;66;No;2010;No;Second hand but modernized;3.0000;1.98;130.68;No
40193;Israel;India;Litening;Aircraft EO system;Sensors;2004;No;2;Yes;2009;No;New;1.0000;1.0000;2;No
34643;United States;Saudi Arabia;AH-64D Apache;Combat helicopter;Aircraft;2008;No;12;Yes;2011;No;New;15.5000;15.5000;186;No
54357;Russia;Guinea;Tigr;APV;Armoured vehicles;2011;Yes;4;No;2011;No;New;0.1500;0.1500;0.6;No
34497;Germany;Turkey;Leopard-2A4;Tank;Armoured vehicles;2005;No;113;Yes;2007;No;Second hand;4.0000;1.6;180.8;No
40176;Switzerland;Pakistan;GDF 35mm;AA gun;Air defence systems;2006;No;24;No;2008;No;New;0.7500;0.7500;18;No
50104;Spain;Mauritania;C-212MP;MP aircraft;Aircraft;2010;No;1;No;2011;No;Second hand;8.5000;3.4;3.4;No
51355;Italy;Czechia;LMV;APV;Armoured vehicles;2009;No;30;Yes;2012;No;New;0.1500;0.1500;4.5;No
51355;Italy;Czechia;LMV;APV;Armoured vehicles;2009;No;19;No;2011;No;New;0.1500;0.1500;2.85;No
31127;France;UAE;Ocean Master;MP aircraft radar;Sensors;2009;No;2;No;2012;No;New;2.5000;2.5000;5;No
53618;Ukraine;Armenia;L-39C Albatros;Trainer aircraft;Aircraft;2009;Yes;2;No;2011;No;Second hand;4.5000;1.8;3.6;No
40272;Switzerland;Denmark;GDM-008 35mm;CIWS;Naval weapons;2005;Yes;4;Yes;2007;No;New;4.0000;4.0000;16;No
51839;Serbia;Myanmar;M-56 105mm;Towed gun;Artillery;2004;No;18;Yes;2006;Yes;Second hand but modernized;0.4500;0.297;5.346;No
51839;Serbia;Myanmar;M-56 105mm;Towed gun;Artillery;2004;No;18;Yes;2007;Yes;Second hand but modernized;0.4500;0.297;5.346;No
29344;Spain;Norway;Nansen;Frigate;Ships;2000;No;1;No;2009;No;New;426.5000;426.5000;426.5;Yes
50280;United States;South Korea;JDAM;Guided bomb;Missiles;2008;Yes;140;Yes;2011;Yes;New;0.0200;0.0200;2.8;No
50404;Ukraine;Georgia;Combat;Anti-tank missile;Missiles;2006;Yes;400;Yes;2007;Yes;New;0.0200;0.0200;8;No
39941;China;Iran;Type-86;APC;Armoured vehicles;1996;Yes;10;Yes;2011;Yes;New;0.3000;0.3000;3;Yes
34738;Germany;India;MTU-838;Diesel engine;Engines;2000;Yes;20;Yes;2012;No;New;0.2500;0.2500;5;No
38599;Switzerland;China;GDF 35mm;AA gun;Air defence systems;1995;Yes;20;Yes;2009;Yes;New;0.7500;0.7500;15;Yes
29951;Russia;China;9M119 Svir/AT-11;Anti-tank missile;Missiles;1998;Yes;100;Yes;2009;Yes;New;0.0200;0.0200;2;Yes
35684;Russia;Viet Nam;Project-10412/Svetlyak;Patrol craft;Ships;2007;No;2;No;2012;No;New;24.0000;24.0000;48;No
38344;United States;Mexico;APS-143(V);MP aircraft radar;Sensors;2010;No;1;No;2011;No;New;2.5000;2.5000;2.5;No
51233;Canada;United States;Piranha-3;APC;Armoured vehicles;2009;No;300;Yes;2011;No;New;0.3100;0.3100;93;Yes
30387;France;Australia;EC-665 Tiger;Combat helicopter;Aircraft;2001;No;3;Yes;2008;No;New;11.5000;11.5000;34.5;Yes
28881;United States;Australia;AGM-142A/Popeye-1;ASM;Missiles;2001;Yes;20;Yes;2008;No;New;1.0000;1.0000;20;No
31397;Russia;Egypt;S-125 Pechora-2M;SAM system;Air defence systems;1999;No;2;Yes;2004;Yes;New;30.0000;30.0000;60;No
31397;Russia;Egypt;S-125 Pechora-2M;SAM system;Air defence systems;1999;No;2;Yes;2003;Yes;New;30.0000;30.0000;60;No
52882;Italy;Turkey;Comandante;OPV;Ships;2007;No;4;Yes;2012;No;New;40.0000;40.0000;160;Yes
54279;United Kingdom;United States;Pegasus;Turbofan;Engines;2011;No;60;Yes;2012;No;Second hand;3.0000;1.2;72;No
31909;South Korea;Turkey;KT-1 Woong Bee;Trainer aircraft;Aircraft;2007;No;15;Yes;2012;No;New;1.6500;1.6500;24.75;Yes
55101;United States;Thailand;Saab-340;Transport aircraft;Aircraft;2012;No;1;No;2012;No;Second hand;7.0000;2.8;2.8;No
31339;United States;Australia;Mk-48 Mod-5 ADCAP;AS/ASW torpedo;Missiles;2003;Yes;35;Yes;2010;No;New;1.6000;1.6000;56;No
36033;United States;Singapore;AIM-120C AMRAAM;BVRAAM;Missiles;2006;Yes;28;Yes;2009;No;New;0.6000;0.6000;16.8;No
31413;United States;Canada;RIM-162 ESSM;SAM;Missiles;2001;No;20;Yes;2012;Yes;New;0.4000;0.4000;8;Yes
28439;France;UAE;Storm Shadow/SCALP;ASM;Missiles;1998;No;10;Yes;2003;No;New;1.4000;1.4000;14;No
28439;France;UAE;Storm Shadow/SCALP;ASM;Missiles;1998;No;40;Yes;2008;Yes;New;1.4000;1.4000;56;No
31049;France;Greece;Storm Shadow/SCALP;ASM;Missiles;2001;No;22;Yes;2007;Yes;New;1.4000;1.4000;30.8;No
28425;Russia;India;PJ-10 BrahMos;Anti-ship MI/SSM;Missiles;1998;Yes;5;Yes;2010;No;New;1.4000;1.4000;7;Yes
24624;Russia;Viet Nam;Igla-1/SA-16;Portable SAM;Missiles;1996;Yes;25;Yes;2002;Yes;New;0.0700;0.0700;1.75;No
24624;Russia;Viet Nam;Igla-1/SA-16;Portable SAM;Missiles;1996;Yes;25;Yes;2003;Yes;New;0.0700;0.0700;1.75;No
52149;Israel;Azerbaijan;Spike-MR/LR;Anti-tank missile;Missiles;2008;No;50;Yes;2009;Yes;New;0.0300;0.0300;1.5;No
52149;Israel;Azerbaijan;Spike-MR/LR;Anti-tank missile;Missiles;2008;No;50;Yes;2010;Yes;New;0.0300;0.0300;1.5;No
35976;Poland;Indonesia;Grom-2;Portable SAM;Missiles;2006;No;81;No;2009;No;New;0.0800;0.0800;6.48;No
28954;Poland;Malaysia;PT-91M;Tank;Armoured vehicles;2003;No;18;No;2009;No;New;3.2000;3.2000;57.6;No
54410;China;Pakistan;LS-3;Guided bomb;Missiles;2008;Yes;75;Yes;2012;Yes;New;0.0200;0.0200;1.5;No
54411;China;Pakistan;LT-2;Guided bomb;Missiles;2008;Yes;75;Yes;2012;Yes;New;0.0200;0.0200;1.5;No
26475;United Kingdom;Turkey;Rapier-2;SAM;Missiles;1999;No;100;Yes;2008;No;New;0.1400;0.1400;14;Yes
53569;United States;Trinidad and Tobago;APG-66;Combat ac radar;Sensors;2002;No;1;No;2002;No;New;1.5000;1.5000;1.5;No
35631;Russia;Venezuela;Mi-26;Transport helicopter;Aircraft;2005;No;1;No;2007;No;New;30.0000;30.0000;30;No
50555;South Africa;Rwanda;Ratel-90;IFV/AFSV;Armoured vehicles;2007;Yes;35;No;2007;No;Second hand;0.9000;0.36;12.6;No
52375;Germany;Chile;Marder-1A3;IFV;Armoured vehicles;2009;Yes;7;Yes;2011;Yes;Second hand;1.7000;0.68;4.76;No
50247;Denmark;Netherlands;Compact 76mm;Naval gun;Naval weapons;2007;Yes;2;No;2011;No;Second hand;2.5000;1;2;No
53910;United States;Australia;Bell-429 GlobalRanger;Light helicopter;Aircraft;2011;No;3;No;2012;No;New;2.7000;2.7000;8.1;No
