SIPRI Transfers Database 


 Database search results for buyer 'All Countries' and seller  'All Countries' and the years from 1991 to 2000 - (created: 09-03-2020)

Deal ID;Seller;Buyer;Designation;Description;Armament category;Order date;Order date is estimate;Numbers delivered;Numbers delivered is estimate;Delivery year;Delivery year is estimate;Status;SIPRI estimate;TIV deal unit;TIV delivery values;Local production
30898;Switzerland;Ghana;Piranha;APC;Armoured vehicles;1998;Yes;3;Yes;1999;No;New;0.2600;0.2600;0.78;No
54313;China;Ecuador;Red Arrow-8;Anti-tank missile;Missiles;1993;Yes;50;Yes;1994;Yes;New;0.0100;0.0100;0.5;No
52399;United Kingdom;France;Tyne;Turboprop;Engines;1984;No;10;Yes;1993;No;New;1.5000;1.5000;15;No
21926;United Kingdom;Spain;Racal-2459;Sea search radar;Sensors;1988;Yes;1;No;1991;Yes;New;0.5000;0.5000;0.5;No
53573;Soviet Union;Croatia;AK-630 30mm;Naval gun;Naval weapons;1989;Yes;1;No;1991;No;New;1.0000;1.0000;1;No
21252;Spain;Angola;Alcotan-30;Patrol craft;Ships;1991;No;1;No;1994;No;New;5.6000;5.6000;5.6;No
21252;Spain;Angola;Alcotan-30;Patrol craft;Ships;1991;No;3;No;1993;No;New;5.6000;5.6000;16.8;No
24895;United States;Argentina;Bell-205/UH-1H;Helicopter;Aircraft;1996;No;2;No;1999;No;Second hand;2.6200;1.048;2.096;No
23316;United States;Japan;Patriot;SAM system;Air defence systems;1994;Yes;1;No;1995;Yes;New;47.0000;47.0000;47;No
24455;United States;Jordan;TPQ-37 Firefinder;Arty locating radar;Sensors;1995;No;2;No;1996;Yes;Second hand;8.0000;3.2;6.4;No
24456;United States;Jordan;TPQ-36 Firefinder;Arty locating radar;Sensors;1995;No;3;No;1996;Yes;Second hand;3.0000;1.2;3.6;No
23325;Italy;Finland;Bell-412;Helicopter;Aircraft;1995;No;1;No;1996;Yes;New;5.0000;5.0000;5;No
24895;United States;Argentina;Bell-205/UH-1H;Helicopter;Aircraft;1996;No;6;No;2000;No;Second hand;2.6200;1.048;6.288;No
24556;Australia;Indonesia;Nomad;Light transport ac;Aircraft;1996;No;16;Yes;1997;No;Second hand;1.5000;0.6;9.6;No
24732;Russia;China;9M338/SA-15;SAM;Missiles;1997;Yes;400;Yes;1999;No;New;0.2500;0.2500;100;No
20265;Germany;Israel;BRDM-2;Reconnaissance AV;Armoured vehicles;1991;No;50;No;1991;No;Second hand;0.1500;0.06;3;No
20283;Germany;Poland;MiG-23M;Fighter aircraft;Aircraft;1991;No;2;No;1991;No;Second hand;17.0000;6.8;13.6;No
20413;Germany;Uruguay;Kondor;Minesweeper;Ships;1991;Yes;4;No;1991;No;Second hand;15.0000;6;24;No
20628;Germany;Turkey;BTR-60PB;APC;Armoured vehicles;1990;Yes;100;Yes;1991;Yes;Second hand;0.2500;0.1;10;No
18615;United States;Turkey;M-270 MLRS 227mm;Self-propelled MRL;Artillery;1988;No;6;No;1992;No;New;1.2000;1.2000;7.2;No
20606;Netherlands;Taiwan;STIR;Fire control radar;Sensors;1989;Yes;2;No;1991;No;New;4.5000;4.5000;9;No
15848;Norway;Denmark;Type-207;Submarine;Ships;1986;No;1;No;1991;No;Second hand but modernized;50.0000;33;33;No
20250;United Kingdom;Ecuador;Leander;Frigate;Ships;1991;No;2;No;1991;No;Second hand;125.0000;50;100;No
20052;United Kingdom;Netherlands;T-67 Firefly;Trainer aircraft;Aircraft;1990;No;9;No;1991;No;New;0.1600;0.1600;1.44;No
20397;Germany;Greece;Thetis;Corvette;Ships;1989;No;2;No;1991;No;Second hand;40.0000;16;32;No
20627;Germany;Turkey;T-55;Tank;Armoured vehicles;1991;Yes;1;No;1991;No;Second hand;1.2500;0.5;0.5;No
20021;United States;Bolivia;Bell-205/UH-1H;Helicopter;Aircraft;1991;No;6;Yes;1991;Yes;Second hand;2.6200;1.048;6.288;No
20688;United States;Greece;M-30 107mm;Mortar;Artillery;1991;No;100;Yes;1994;Yes;Second hand;0.0500;0.02;2;No
20869;United States;India;TPQ-37 Firefinder;Arty locating radar;Sensors;1990;Yes;2;Yes;1992;Yes;New;8.0000;8.0000;16;No
54847;Italy;Philippines;S-211;Trainer/combat ac;Aircraft;1992;Yes;6;No;1994;No;New;2.0000;2.0000;12;No
20795;Angola;United States;FIM-92 Stinger;Portable SAM;Missiles;1992;No;250;No;1992;No;Second hand;0.0800;0.032;8;No
18373;United States;Australia;RGM-84 Harpoon;Anti-ship missile;Missiles;1987;No;14;Yes;1992;No;New;1.0000;1.0000;14;No
20397;Germany;Greece;Thetis;Corvette;Ships;1989;No;2;No;1992;No;Second hand;40.0000;16;32;No
19979;United Kingdom;Switzerland;Watchman;Air search radar;Sensors;1990;No;1;Yes;1992;Yes;New;5.0000;5.0000;5;No
19154;France;UAE;R-440 Crotale;SAM;Missiles;1988;No;80;Yes;1991;Yes;New;0.1100;0.1100;8.8;No
20712;Germany;Turkey;M-48A5 Patton;Tank;Armoured vehicles;1991;Yes;20;Yes;1993;Yes;Second hand;1.7500;0.7;14;No
21207;Soviet Union;Iran;Big Back;Air search radar;Sensors;1991;Yes;1;Yes;1991;Yes;New;7.0000;7.0000;7;No
21016;Netherlands;New Zealand;LW-08;Air search radar;Sensors;1989;Yes;1;No;1992;No;New;9.5000;9.5000;9.5;No
20405;United States;Canada;RGM-84 Harpoon;Anti-ship missile;Missiles;1991;No;3;No;1992;No;New;1.0000;1.0000;3;No
20208;South Africa;UAE;G-6 Rhino 155mm;Self-propelled gun;Artillery;1990;No;6;Yes;1991;No;New;1.5000;1.5000;9;No
19222;United States;Greece;RGM-84 Harpoon;Anti-ship missile;Missiles;1989;No;16;No;1992;No;New;1.0000;1.0000;16;No
20370;Germany;Turkey;M-113;APC;Armoured vehicles;1990;No;250;Yes;1991;No;Second hand;0.2500;0.1;25;No
20606;Netherlands;Taiwan;STIR;Fire control radar;Sensors;1989;Yes;2;No;1992;No;New;4.5000;4.5000;9;No
18403;United States;United Kingdom;E-3A Sentry;AEW&C aircraft;Aircraft;1987;No;1;No;1992;No;New;250.0000;250.0000;250;No
18159;United States;Canada;Standard Missile-2MR;SAM;Missiles;1986;Yes;48;Yes;1991;No;New;0.3000;0.3000;14.4;No
4888;United States;Sweden;AGM-114A HELLFIRE;Anti-tank missile;Missiles;1987;No;400;Yes;1991;No;New;0.0400;0.0400;16;Yes
20427;South Africa;Qatar;G-5 155mm;Towed gun;Artillery;1991;No;12;Yes;1991;No;New;1.0000;1.0000;12;No
21124;Netherlands;Taiwan;DA-08;Air search radar;Sensors;1989;Yes;2;No;1991;No;New;9.0000;9.0000;18;No
21124;Netherlands;Taiwan;DA-08;Air search radar;Sensors;1989;Yes;2;No;1992;No;New;9.0000;9.0000;18;No
21147;Germany;Turkey;Rhein/Type-401;Support ship;Ships;1991;Yes;1;No;1993;No;Second hand;42.1500;16.86;16.86;No
20635;Czechia;Thailand;L-39Z Albatros;Trainer/combat ac;Aircraft;1992;No;8;No;1993;No;New;4.0000;4.0000;32;No
21168;South Africa;Singapore;Round Table;Landing ship;Ships;1992;No;1;No;1992;No;Second hand;50.0000;20;20;No
21172;United Kingdom;Portugal;Rover;Oiler;Ships;1993;No;1;No;1993;No;Second hand;45.0000;18;18;No
19080;Italy;Japan;PG-01;FAC;Ships;1990;No;2;No;1993;No;New;31.0000;31.0000;62;Yes
21203;United States;Japan;Boeing-747-400;Heavy transport ac;Aircraft;1990;Yes;2;No;1991;No;New;145.0000;145.0000;290;No
16136;Soviet Union;Afghanistan;D-30 122mm;Towed gun;Artillery;1978;Yes;50;Yes;1991;No;New;0.3500;0.3500;17.5;No
19566;United States;Israel;AGM-114A HELLFIRE;Anti-tank missile;Missiles;1990;No;425;Yes;1991;No;New;0.0400;0.0400;17;No
15397;United States;Norway;BGM-71 TOW;Anti-tank missile;Missiles;1985;No;1000;Yes;1991;No;New;0.0100;0.0100;10;No
19852;United States;Saudi Arabia;TPS-70;Air search radar;Sensors;1989;No;3;Yes;1991;No;New;11.0000;11.0000;33;No
19888;United Kingdom;Portugal;Super Lynx-100;ASW Helicopter;Aircraft;1990;No;5;No;1993;No;New;13.5000;13.5000;67.5;No
21402;United States;Morocco;M-60A1 Patton-2;Tank;Armoured vehicles;1991;No;60;No;1991;No;Second hand;1.8000;0.72;43.2;No
21502;Nicaragua;Peru;Mi-8MT/Mi-17;Transport helicopter;Aircraft;1992;No;2;No;1993;No;Second hand;6.7500;2.7;5.4;No
21106;Netherlands;Greece;M-30 107mm;Mortar;Artillery;1991;Yes;171;No;1992;No;Second hand;0.0500;0.02;3.42;No
20855;Germany;Indonesia;Frosch-1;Landing ship;Ships;1992;No;2;No;1993;No;Second hand but modernized;27.5000;18.15;36.3;No
21580;United States;Italy;M-60A1 Patton-2;Tank;Armoured vehicles;1993;No;10;No;1993;No;Second hand;1.8000;0.72;7.2;No
20628;Germany;Turkey;BTR-60PB;APC;Armoured vehicles;1990;Yes;100;Yes;1992;No;Second hand;0.2500;0.1;10;No
21612;Egypt;Rwanda;D-30 122mm;Towed gun;Artillery;1992;No;6;No;1992;No;New;0.3500;0.3500;2.1;No
21615;Bulgaria;Syria;2B11 120mm;Mortar;Artillery;1992;No;210;No;1992;No;New;0.0500;0.0500;10.5;No
20310;United States;Venezuela;OV-10 Bronco;Ground attack ac;Aircraft;1991;No;18;No;1991;No;Second hand;4.5000;1.8;32.4;No
21632;Italy;Venezuela;Otomat-2;Anti-ship missile;Missiles;1992;No;6;No;1992;No;New;1.1000;1.1000;6.6;No
21632;Italy;Venezuela;Otomat-2;Anti-ship missile;Missiles;1992;No;8;No;1993;No;New;1.1000;1.1000;8.8;No
21651;Sweden;Estonia;M/42 SKPF;APC;Armoured vehicles;1993;No;13;No;1993;No;Second hand;0.1100;0.044;0.572;No
21721;Germany;El Salvador;Do-28D Skyservant;Light transport ac;Aircraft;1993;Yes;5;No;1993;No;Second hand;0.9000;0.36;1.8;No
21791;Brazil;Peru;EMB-110 Bandeirante;Light transport ac;Aircraft;1993;No;3;No;1993;No;New;2.6500;2.6500;7.95;No
21183;United States;Netherlands;C-130H-30 Hercules;Transport aircraft;Aircraft;1993;No;2;No;1994;No;New;29.0000;29.0000;58;No
15397;United States;Norway;BGM-71 TOW;Anti-tank missile;Missiles;1985;No;1000;Yes;1992;No;New;0.0100;0.0100;10;No
35268;Libya;DR Congo;MiG-23MS;Fighter aircraft;Aircraft;1998;Yes;2;Yes;1998;No;Second hand;13.0000;5.2;10.4;No
20077;United States;Saudi Arabia;M-198 155mm;Towed gun;Artillery;1990;No;13;Yes;1991;No;New;0.8500;0.8500;11.05;No
20077;United States;Saudi Arabia;M-198 155mm;Towed gun;Artillery;1990;No;14;Yes;1992;No;New;0.8500;0.8500;11.9;No
19088;United States;Israel;Saar-5;Corvette;Ships;1989;No;2;No;1994;No;New;125.7500;125.7500;251.5;No
20208;South Africa;UAE;G-6 Rhino 155mm;Self-propelled gun;Artillery;1990;No;36;Yes;1992;No;New;1.5000;1.5000;54;No
21579;United States;Italy;AV-8B Harrier-2 Plus;FGA aircraft;Aircraft;1991;No;3;No;1994;No;New;27.0000;27.0000;81;No
21226;United States;Egypt;Trackstar;Air search radar;Sensors;1990;No;3;Yes;1992;Yes;New;4.7600;4.7600;14.28;No
21226;United States;Egypt;Trackstar;Air search radar;Sensors;1990;No;3;Yes;1993;Yes;New;4.7600;4.7600;14.28;No
21225;United States;Egypt;M-113;APC;Armoured vehicles;1990;No;3;Yes;1992;Yes;New;0.2500;0.2500;0.75;No
21225;United States;Egypt;M-113;APC;Armoured vehicles;1990;No;3;Yes;1993;Yes;New;0.2500;0.2500;0.75;No
19909;United States;Italy;TPS-77;Air search radar;Sensors;1990;No;2;Yes;1993;Yes;New;11.0000;11.0000;22;No
19979;United Kingdom;Switzerland;Watchman;Air search radar;Sensors;1990;No;1;Yes;1993;Yes;New;5.0000;5.0000;5;No
21382;United States;Turkey;Cessna-337/O-2;Light aircraft;Aircraft;1992;No;6;Yes;1993;Yes;Second hand;0.3500;0.14;0.84;No
21639;Italy;France;Argos-45;Air search radar;Sensors;1990;Yes;8;Yes;1993;Yes;New;4.7600;4.7600;38.08;No
21985;Netherlands;Pakistan;Poolster;Support ship;Ships;1994;No;1;No;1994;No;Second hand;125.0000;50;50;No
22027;Singapore;Kuwait;Al Tahaddy;Landing craft;Ships;1993;Yes;2;No;1994;No;New;4.3000;4.3000;8.6;No
20855;Germany;Indonesia;Frosch-1;Landing ship;Ships;1992;No;7;No;1994;No;Second hand but modernized;27.5000;18.15;127.05;No
20857;Germany;Indonesia;Kondor;Minesweeper;Ships;1992;No;9;No;1994;No;Second hand but modernized;15.0000;9.9;89.1;No
18373;United States;Australia;RGM-84 Harpoon;Anti-ship missile;Missiles;1987;No;14;Yes;1993;No;New;1.0000;1.0000;14;No
21105;United States;Germany;TPS-77;Air search radar;Sensors;1992;No;2;Yes;1994;No;New;11.0000;11.0000;22;No
20448;United States;Greece;RIM-66B Standard-1MR;SAM;Missiles;1991;No;90;Yes;1992;No;Second hand;0.2500;0.1;9;No
20448;United States;Greece;RIM-66B Standard-1MR;SAM;Missiles;1991;No;24;Yes;1993;No;Second hand;0.2500;0.1;2.4;No
15397;United States;Norway;BGM-71 TOW;Anti-tank missile;Missiles;1985;No;1000;Yes;1993;No;New;0.0100;0.0100;10;No
20542;United States;Spain;M-113;APC;Armoured vehicles;1991;No;100;Yes;1993;No;Second hand;0.2500;0.1;10;No
21376;United States;Turkey;RGM-84 Harpoon;Anti-ship missile;Missiles;1993;No;32;Yes;1993;No;New;1.0000;1.0000;32;No
20208;South Africa;UAE;G-6 Rhino 155mm;Self-propelled gun;Artillery;1990;No;36;Yes;1993;No;New;1.5000;1.5000;54;No
20321;United States;UAE;AGM-114A HELLFIRE;Anti-tank missile;Missiles;1991;No;200;Yes;1993;No;New;0.0400;0.0400;8;No
21639;Italy;France;Argos-45;Air search radar;Sensors;1990;Yes;10;Yes;1991;No;New;4.7600;4.7600;47.6;No
21639;Italy;France;Argos-45;Air search radar;Sensors;1990;Yes;10;Yes;1992;No;New;4.7600;4.7600;47.6;No
21902;United States;Turkey;RGM-84 Harpoon;Anti-ship missile;Missiles;1993;No;32;Yes;1994;Yes;New;1.0000;1.0000;32;No
21927;United Kingdom;Spain;Racal-2459;Sea search radar;Sensors;1988;Yes;2;Yes;1991;Yes;New;0.5000;0.5000;1;No
21927;United Kingdom;Spain;Racal-2459;Sea search radar;Sensors;1988;Yes;2;Yes;1992;Yes;New;0.5000;0.5000;1;No
22246;India;Maldives;BMP-2;IFV;Armoured vehicles;1991;Yes;2;No;1992;No;New;0.9000;0.9000;1.8;No
22247;India;Maldives;Pig;APC/APV;Armoured vehicles;1991;Yes;2;No;1992;No;Second hand;0.1200;0.048;0.096;No
22281;Germany;Uruguay;Piast;Salvage ship;Ships;1991;No;1;No;1992;No;Second hand;20.0000;8;8;No
21938;Italy;Spain;RAN-30X;Air search radar;Sensors;1993;Yes;2;Yes;1994;Yes;New;6.0000;6.0000;12;No
21939;Italy;Spain;RAN-30X;Air search radar;Sensors;1992;Yes;2;Yes;1993;Yes;New;6.0000;6.0000;12;No
21939;Italy;Spain;RAN-30X;Air search radar;Sensors;1992;Yes;2;Yes;1994;Yes;New;6.0000;6.0000;12;No
20635;Czechia;Thailand;L-39Z Albatros;Trainer/combat ac;Aircraft;1992;No;28;No;1994;No;New;4.0000;4.0000;112;No
20846;Australia;Kiribati;ASI-315;Patrol craft;Ships;1992;No;1;No;1994;No;New;6.0000;6.0000;6;No
22025;France;Kuwait;AM-39 Exocet;Anti-ship missile;Missiles;1990;No;4;Yes;1991;Yes;New;0.9000;0.9000;3.6;No
22376;Germany;Finland;BMP-1;IFV;Armoured vehicles;1993;No;110;No;1993;No;Second hand;0.9000;0.36;39.6;No
22385;Denmark;Estonia;Maagen;Patrol craft;Ships;1994;Yes;1;No;1994;No;Second hand;6.7000;2.68;2.68;No
22462;Russia;Angola;M-46 130mm;Towed gun;Artillery;1993;Yes;14;No;1993;No;Second hand;0.6500;0.26;3.64;No
22465;Portugal;Angola;SA-316B Alouette-3;Light helicopter;Aircraft;1992;Yes;4;No;1993;No;Second hand;0.9000;0.36;1.44;No
4643;United Kingdom;Saudi Arabia;Tornado IDS;FGA aircraft;Aircraft;1986;No;8;Yes;1991;No;New;33.5000;33.5000;268;No
21995;Russia;Poland;MR-123/Bass Tilt;Fire control radar;Sensors;1988;Yes;1;No;1992;No;New;2.5000;2.5000;2.5;No
21995;Russia;Poland;MR-123/Bass Tilt;Fire control radar;Sensors;1988;Yes;1;No;1994;No;New;2.5000;2.5000;2.5;No
20724;Australia;Tuvalu;ASI-315;Patrol craft;Ships;1992;No;1;No;1994;No;New;6.0000;6.0000;6;No
20370;Germany;Turkey;M-113;APC;Armoured vehicles;1990;No;100;No;1993;No;Second hand;0.2500;0.1;10;No
22592;Germany;United States;BRDM-2;Reconnaissance AV;Armoured vehicles;1991;No;2;No;1991;No;Second hand;0.1500;0.06;0.12;No
22595;Germany;United States;BTR-70;APC;Armoured vehicles;1993;No;2;No;1993;No;Second hand;0.3000;0.12;0.24;No
22596;Germany;United States;T-55;Tank;Armoured vehicles;1991;No;11;No;1991;No;Second hand;1.2500;0.5;5.5;No
22597;Germany;United States;BMP-1;IFV;Armoured vehicles;1991;No;19;No;1991;No;Second hand;0.9000;0.36;6.84;No
22599;Germany;United States;BMP-1;IFV;Armoured vehicles;1993;No;2;No;1993;No;Second hand;0.9000;0.36;0.72;No
20008;United States;Canada;Mk-15 Phalanx;CIWS;Air defence systems;1990;No;4;Yes;1994;Yes;New;7.0000;7.0000;28;No
18159;United States;Canada;Standard Missile-2MR;SAM;Missiles;1986;Yes;48;Yes;1994;Yes;New;0.3000;0.3000;14.4;No
21225;United States;Egypt;M-113;APC;Armoured vehicles;1990;No;1;Yes;1994;Yes;New;0.2500;0.2500;0.25;No
21715;France;Sweden;AS-532 Cougar/AS-332;Transport helicopter;Aircraft;1993;No;1;No;1994;No;New;7.2500;7.2500;7.25;No
21226;United States;Egypt;Trackstar;Air search radar;Sensors;1990;No;1;Yes;1994;Yes;New;4.7600;4.7600;4.76;No
19909;United States;Italy;TPS-77;Air search radar;Sensors;1990;No;2;Yes;1994;Yes;New;11.0000;11.0000;22;No
22118;United States;Greece;Standard Missile-1ER;SAM;Missiles;1991;No;64;Yes;1993;No;New;0.4000;0.4000;25.6;No
19979;United Kingdom;Switzerland;Watchman;Air search radar;Sensors;1990;No;1;Yes;1994;Yes;New;5.0000;5.0000;5;No
19729;United States;Thailand;RGM-84 Harpoon;Anti-ship missile;Missiles;1990;No;16;Yes;1994;Yes;New;1.0000;1.0000;16;No
22472;France;Greece;Exocet CDS;Coast defence system;Sensors;1991;No;1;Yes;1993;Yes;New;15.0000;15.0000;15;No
22472;France;Greece;Exocet CDS;Coast defence system;Sensors;1991;No;1;Yes;1994;Yes;New;15.0000;15.0000;15;No
23004;Canada;Chile;Rogers;Icebreaker;Ships;1995;No;1;No;1995;No;Second hand;50.0000;20;20;No
23027;United States;South Korea;TPQ-37 Firefinder;Arty locating radar;Sensors;1994;No;4;No;1995;No;New;8.0000;8.0000;32;No
20687;Germany;Greece;ZSU-23-4 Shilka;SPAAG;Air defence systems;1991;No;72;Yes;1994;Yes;Second hand;7.0000;2.8;201.6;No
22555;Germany;Turkey;FIM-43C Redeye;Portable SAM;Missiles;1991;Yes;150;Yes;1993;Yes;New;0.0400;0.0400;6;No
22555;Germany;Turkey;FIM-43C Redeye;Portable SAM;Missiles;1991;Yes;150;Yes;1994;Yes;New;0.0400;0.0400;6;No
23047;Bulgaria;Southern rebels (Yemen)*;T-55;Tank;Armoured vehicles;1994;Yes;6;No;1994;No;Second hand;1.2500;0.5;3;No
23074;Germany;Turkey;M-48 AVLB;ABL;Armoured vehicles;1995;No;70;No;1995;No;Second hand;0.9000;0.36;25.2;No
24636;United States;Spain;Citation-5;Light transport ac;Aircraft;1996;Yes;2;No;1997;Yes;New;4.5000;4.5000;9;No
23092;Ukraine;Sri Lanka;An-32;Transport aircraft;Aircraft;1995;No;3;No;1995;No;New;11.0000;11.0000;33;No
22630;Netherlands;Spain;STIR;Fire control radar;Sensors;1989;Yes;2;Yes;1994;Yes;New;4.5000;4.5000;9;No
37695;France;United Kingdom;FLASH;ASW sonar;Sensors;1991;No;12;Yes;2000;No;New;1.9000;1.9000;22.8;No
19925;United States;Egypt;AGM-114A HELLFIRE;Anti-tank missile;Missiles;1990;No;492;Yes;1994;No;New;0.0400;0.0400;19.68;No
23195;France;Ireland;M-3 VTT;APC;Armoured vehicles;1993;No;1;No;1994;No;New;0.1600;0.1600;0.16;No
23237;Slovakia;Angola;OT-64C;APC;Armoured vehicles;1993;Yes;9;No;1994;No;Second hand;0.2200;0.088;0.792;No
15397;United States;Norway;BGM-71 TOW;Anti-tank missile;Missiles;1985;No;1000;Yes;1994;No;New;0.0100;0.0100;10;No
20321;United States;UAE;AGM-114A HELLFIRE;Anti-tank missile;Missiles;1991;No;420;Yes;1994;No;New;0.0400;0.0400;16.8;No
22437;France;Cyprus;MO-120-RT 120mm;Mortar;Artillery;1989;Yes;57;Yes;1991;No;New;0.1000;0.1000;5.7;No
20698;France;Denmark;RAC-3D;Air search radar;Sensors;1991;No;18;Yes;1995;Yes;New;4.7600;4.7600;85.68;No
23014;Soviet Union;Bulgaria;Ka-25;ASW helicopter;Aircraft;1990;No;3;Yes;1991;Yes;New;10.0000;10.0000;30;No
23304;Kazakhstan;North Korea;KS-19 100mm;AA gun;Air defence systems;1995;No;24;No;1995;No;Second hand;0.6000;0.24;5.76;No
19088;United States;Israel;Saar-5;Corvette;Ships;1989;No;1;No;1995;No;New;125.7500;125.7500;125.75;No
19080;Italy;Japan;PG-01;FAC;Ships;1990;No;1;No;1995;No;New;31.0000;31.0000;31;Yes
23113;Netherlands;Norway;M-113;APC;Armoured vehicles;1994;No;16;No;1995;No;Second hand;0.2500;0.1;1.6;No
21715;France;Sweden;AS-532 Cougar/AS-332;Transport helicopter;Aircraft;1993;No;1;No;1995;No;New;7.2500;7.2500;7.25;No
20545;Italy;Turkey;M-113;APC;Armoured vehicles;1991;Yes;97;No;1994;No;Second hand;0.2500;0.1;9.7;No
23372;Russia;Angola;BMP-1;IFV;Armoured vehicles;1993;Yes;45;No;1993;No;Second hand;0.9000;0.36;16.2;No
23372;Russia;Angola;BMP-1;IFV;Armoured vehicles;1993;Yes;138;No;1994;No;Second hand;0.9000;0.36;49.68;No
20855;Germany;Indonesia;Frosch-1;Landing ship;Ships;1992;No;3;Yes;1995;Yes;Second hand but modernized;27.5000;18.15;54.45;No
20008;United States;Canada;Mk-15 Phalanx;CIWS;Air defence systems;1990;No;2;Yes;1995;Yes;New;7.0000;7.0000;14;No
22119;United States;Germany;BGM-71 TOW;Anti-tank missile;Missiles;1993;No;615;Yes;1994;Yes;New;0.0100;0.0100;6.15;No
22119;United States;Germany;BGM-71 TOW;Anti-tank missile;Missiles;1993;No;615;Yes;1995;Yes;New;0.0100;0.0100;6.15;No
20687;Germany;Greece;ZSU-23-4 Shilka;SPAAG;Air defence systems;1991;No;48;Yes;1995;Yes;Second hand;7.0000;2.8;134.4;No
21173;United Kingdom;Portugal;Watchman;Air search radar;Sensors;1993;No;1;Yes;1995;Yes;New;5.0000;5.0000;5;No
20545;Italy;Turkey;M-113;APC;Armoured vehicles;1991;Yes;3;Yes;1995;Yes;Second hand;0.2500;0.1;0.3;No
21144;United States;UAE;TPS-70;Air search radar;Sensors;1993;No;1;Yes;1995;Yes;New;11.0000;11.0000;11;No
3888;United States;Italy;Bell-412;Helicopter;Aircraft;1980;No;2;Yes;1995;No;New;5.0000;5.0000;10;Yes
21105;United States;Germany;TPS-77;Air search radar;Sensors;1992;No;3;Yes;1995;No;New;11.0000;11.0000;33;No
15397;United States;Norway;BGM-71 TOW;Anti-tank missile;Missiles;1985;No;612;Yes;1995;No;New;0.0100;0.0100;6.12;No
23843;United States;UAE;M-198 155mm;Towed gun;Artillery;1994;Yes;12;No;1995;No;New;0.8500;0.8500;10.2;No
20397;Germany;Greece;Thetis;Corvette;Ships;1989;No;1;No;1993;No;Second hand;40.0000;16;16;No
24196;Denmark;Chile;Veritas;Tug;Ships;1991;Yes;1;No;1991;No;Second hand;25.0000;10;10;No
24197;Netherlands;Chile;Smit Lloyd;Tug;Ships;1991;No;1;No;1991;No;Second hand;20.0000;8;8;No
24197;Netherlands;Chile;Smit Lloyd;Tug;Ships;1991;No;1;No;1992;No;Second hand;20.0000;8;8;No
24247;China;Yemen;Type-021/Huangfen;FAC;Ships;1992;Yes;3;No;1995;No;New;42.5000;42.5000;127.5;No
24300;Ukraine;Slovakia;BMP-2;IFV;Armoured vehicles;1994;No;6;No;1995;No;New;0.9000;0.9000;5.4;No
24244;Nicaragua;Peru;P-12/Spoon Rest;Air search radar;Sensors;1992;No;3;Yes;1992;Yes;Second hand;4.5000;1.8;5.4;No
23197;Soviet Union;Hungary;MiG-23M;Fighter aircraft;Aircraft;1990;Yes;1;No;1991;No;Second hand;17.0000;6.8;6.8;No
23859;Italy;Greece;Adjutant;Minesweeper;Ships;1995;No;2;No;1995;No;Second hand;10.0000;4;8;No
21193;Germany;Lithuania;L-410 Turbolet;Light transport ac;Aircraft;1993;No;2;No;1993;No;Second hand;2.5000;1;2;No
21192;Germany;Latvia;L-410 Turbolet;Light transport ac;Aircraft;1993;Yes;2;No;1993;No;Second hand;2.5000;1;2;No
20245;Sweden;Finland;Giraffe-100;Air search radar;Sensors;1992;No;1;No;1993;No;New;5.0000;5.0000;5;No
21802;United States;New Zealand;Mk-15 Phalanx;CIWS;Air defence systems;1994;No;1;No;1995;No;New;7.0000;7.0000;7;No
24581;Poland;Lithuania;PRV-11/Side Net;Height-finding radar;Sensors;1996;No;2;No;1996;No;Second hand;4.0000;1.6;3.2;No
21093;Netherlands;Canada;STIR;Fire control radar;Sensors;1985;Yes;2;Yes;1992;Yes;New;4.5000;4.5000;9;Yes
21093;Netherlands;Canada;STIR;Fire control radar;Sensors;1985;Yes;4;Yes;1993;Yes;New;4.5000;4.5000;18;Yes
21093;Netherlands;Canada;STIR;Fire control radar;Sensors;1985;Yes;10;Yes;1994;Yes;New;4.5000;4.5000;45;Yes
21093;Netherlands;Canada;STIR;Fire control radar;Sensors;1985;Yes;4;Yes;1995;Yes;New;4.5000;4.5000;18;Yes
21098;United States;Canada;SPS-49;Air search radar;Sensors;1985;No;1;Yes;1992;Yes;New;5.0000;5.0000;5;No
21098;United States;Canada;SPS-49;Air search radar;Sensors;1985;No;2;Yes;1993;Yes;New;5.0000;5.0000;10;No
21002;United States;Poland;PA-34 Seneca;Light transport ac;Aircraft;1994;Yes;2;No;1995;No;New;0.3700;0.3700;0.74;Yes
21098;United States;Canada;SPS-49;Air search radar;Sensors;1985;No;4;Yes;1994;Yes;New;5.0000;5.0000;20;No
21098;United States;Canada;SPS-49;Air search radar;Sensors;1985;No;3;Yes;1995;Yes;New;5.0000;5.0000;15;No
21098;United States;Canada;SPS-49;Air search radar;Sensors;1985;No;2;Yes;1996;Yes;New;5.0000;5.0000;10;No
24129;Australia;Palau;ASI-315;Patrol craft;Ships;1995;No;1;No;1996;No;New;6.0000;6.0000;6;No
21802;United States;New Zealand;Mk-15 Phalanx;CIWS;Air defence systems;1994;No;1;Yes;1996;Yes;New;7.0000;7.0000;7;No
20828;Australia;Marshall Islands;ASI-315;Patrol craft;Ships;1989;No;1;No;1991;No;New;6.0000;6.0000;6;No
24646;Sweden;UAE;Giraffe-75;Air search radar;Sensors;1986;Yes;1;No;1991;No;New;4.0000;4.0000;4;No
